"Parent ID","Parent SKU","Product ID","Product SKU","Product Name","Slug","Permalink","Description","Excerpt","Type","Visibility","Featured","Virtual","Downloadable","Price","Sale Price","Sale Price Dates From","Sale Price Dates To","Weight","Weight Unit","Height","Height Unit","Width","Width Unit","Length","Length Unit","Category","Tag","Featured Image","Product Gallery","Tax Status","Tax Class","File Download","Download Limit","Download Expiry","Manage Stock","Quantity","Stock Status","Allow Backorders","Sold Individually","Cross-Sells","Product URL","Button Text","Purchase Note","Product Status","Comment Status"
,,"401","FB-21","FB-21: Fetal Bovine Serum, Australian Source","fetal-bovine-serum-australian-source","http://www.omegascientific.com/shop/fetal-bovine-serum-australian-source/","<a href=""http://www.omegascientific.com/assets/MSDS-FBS.pdf"">MSDS</a>","Catalog #: FB-21

Volume: 500mL

Storage: -20<sup>o</sup> C

Virus Screened

Mycoplasma Tested

Triple 0.1 Micron Filtered

Low Hemoglobin lots (<15mg/dL) may be available.

Low Endotoxin lots (<1.0EU/mL) may be available.

Discuss your specification requirements with a <a title=""Contact"" href=""http://www.omegascientific.com/contact/"">Sales Representative</a>.

This product ships on dry ice.","Simple","Catalog & Search","No","No","No",,,,,"1.5","lbs","6.9685","in","2.91339","in","2.91339","in","Animal Sera>Fetal Bovine Serum","FB-21","http://omegascientific.ogram.me/assets/FB-21sm.png",,"Taxable",,,,,"No",,"In Stock","No","No",,,,,"Publish","Closed"
,,"402","FB-22","FB-22: Fetal Bovine Serum, Australian Source, Heat Inactivated","fetal-bovine-serum-australian-source-heat-inactivated","http://www.omegascientific.com/shop/fetal-bovine-serum-australian-source-heat-inactivated/","<a href=""http://www.omegascientific.com/assets/MSDS-FBS.pdf"">MSDS</a>","Catalog #: FB-22

Volume: 500mL

Storage: -20<sup>o</sup> C

Virus Screened

Mycoplasma Tested

Triple 0.1 Micron Filtered

Low Hemoglobin lots (<15mg/dL) may be available.

Low Endotoxin lots (<1.0EU/mL) may be available.

Discuss your specification requirements with a <a title=""Contact"" href=""http://www.omegascientific.com/contact/"">Sales Representative</a>.

This product ships on dry ice.","Simple","Catalog & Search","No","No","No",,,,,"1.5","lbs","6.9685","in","2.91339","in","2.91339","in","Animal Sera>Fetal Bovine Serum","FB-22","http://omegascientific.ogram.me/assets/FB-22-2sm.png",,"Taxable",,,,,"No",,"In Stock","No","No",,,,,"Publish","Closed"
,,"403","FB-23","FB-23: Fetal Bovine Serum, Australian Source, Gamma Irradiated","fetal-bovine-serum-australian-source-gamma-irradiated","http://www.omegascientific.com/shop/fetal-bovine-serum-australian-source-gamma-irradiated/","<a href=""http://www.omegascientific.com/assets/MSDS-FBS.pdf"">MSDS</a>","Catalog #: FB-23

Volume: 500mL

Storage: -20<sup>o</sup> C

Virus Screened

Mycoplasma Tested

Triple 0.1 Micron Filtered

Low Hemoglobin lots (<15mg/dL) may be available.

Low Endotoxin lots (<1.0EU/mL) may be available.

Discuss your specification requirements with a <a title=""Contact"" href=""http://www.omegascientific.com/contact/"">Sales Representative</a>.

This product ships on dry ice.","Simple","Catalog & Search","No","No","No",,,,,"1.5","lbs","6.9685","in","2.91339","in","2.91339","in","Animal Sera>Fetal Bovine Serum","FB-23","http://omegascientific.ogram.me/assets/FB-23-1sm.png",,"Taxable",,,,,"No",,"In Stock","No","No",,,,,"Publish","Closed"
,,"404","FB-31","FB-31: Fetal Bovine Serum, New Zealand Source","fetal-bovine-serum-new-zealand-source","http://www.omegascientific.com/shop/fetal-bovine-serum-new-zealand-source/","<a href=""http://www.omegascientific.com/assets/MSDS-FBS.pdf"">MSDS</a>","Catalog #: FB-31

Volume: 500mL

Storage: -20<sup>o</sup> C

Virus Screened

Mycoplasma Tested

Triple 0.1 Micron Filtered

Low Hemoglobin lots (<15mg/dL) may be available.

Low Endotoxin lots (<1.0EU/mL) may be available.

Discuss your specification requirements with a <a title=""Contact"" href=""http://www.omegascientific.com/contact/"">Sales Representative</a>.

This product ships on dry ice.","Simple","Catalog & Search","No","No","No",,,,,"1.5","lbs","6.9685","in","2.91339","in","2.91339","in","Animal Sera>Fetal Bovine Serum","FB-31","http://omegascientific.ogram.me/assets/FB-31sm.png",,"Taxable",,,,,"No",,"In Stock","No","No",,,,,"Publish","Closed"
,,"405","FG-70","FG-70: Amphotericin B, 100 mL","fungizone-amphotericin-b","http://www.omegascientific.com/shop/fungizone-amphotericin-b/","A polyene anti-fungal antibiotic that non-specifically induces loss of low molecular weight substances from cells. Binds to sterols and disrupts osmotic integrity of fungal membrane","Catalog # FG-70
Volume: 100 mL
CAS 1397-89-3
Storage: -20º C
This product ships on dry ice.","Simple","Catalog & Search","No","No","No","19.95",,,,".2","lbs","4.33071","in","2.12598","in","2.12598","in","Antibiotics and Supplements","fg-70","http://omegascientific.ogram.me/assets/FG-70sm.png",,"Taxable",,,,,"No",0,"In Stock","No","No",,,,,"Publish","Closed"
,,"406","GN-04","GN-04: G418 Sulfate, 5g","g418-sulfate-5g","http://www.omegascientific.com/shop/g418-sulfate-5g/","G418 is an aminoglycoside antibiotic used as a selective agent in transformation experiments. Cell culture tested on Bacillus subtilus. Soluble in water.","Catalog #: GN-04
Volume: 5g
CAS 108321-42-2","Simple","Catalog & Search","No","No","No","225",,,,"0.125","lbs","3","in","1.5","in","1.5","in","Antibiotics and Supplements","GN-04","http://omegascientific.ogram.me/assets/GN-04-5gsm.png",,"Taxable",,,,,"No",0,"In Stock","No","No",,,,,"Publish","Closed"
,,"407","GN-04 / 1","GN-04 / 1: G418 Sulfate, 1g","g418-sulfate-1g","http://www.omegascientific.com/shop/g418-sulfate-1g/","G418 is an aminoglycoside antibiotic used as a selective agent in transformation experiments. Cell culture tested on Bacillus subtilus. Soluble in water.

&nbsp;

Product is equivalent to Geneticin®","Catalog #: GN-04
Volume: 1g
CAS 108321-42-2","Simple","Catalog & Search","No","No","No","55",,,,"0.0625","lbs","3","in","1.5","in","1.5","in","Antibiotics and Supplements","g 418|g-418 powder|g418|g418 powder|g418 sulfate|geneticin|gn-04/1","http://omegascientific.ogram.me/assets/GN-04-1gsm.png",,"Taxable",,,,,"No",,"In Stock","No","No",,,,,"Publish","Closed"
,,"408","GN-06","GN-06: G418 Solution","g418-solution","http://www.omegascientific.com/shop/g418-solution/","G418 is an aminoglycoside antibiotic used as a selective agent in transformation experiments. Cell culture tested on Bacillus subtilus. Soluble in water. Potency >/= 700 mg/mL Concentration 50mg/mL

Product is equivalent to Geneticin®","Catalog #: GN-04
Volume: 100mL","Simple","Catalog & Search","No","No","No","215",,,,"0.3375","lbs","4.33071","in","2.12598","in","2.12598","in","Antibiotics and Supplements","g 418|g418|genenticin|gn-06","http://omegascientific.ogram.me/assets/GN-06sm.png",,"Taxable",,,,,"No",0,"In Stock","No","No",,,,,"Publish","Closed"
,,"409","GS-60","GS-60: L-Glutamine Solution,  200mM","l-glutamine-solution-200mm","http://www.omegascientific.com/shop/l-glutamine-solution-200mm/","L-glutamine is an amino acid that is an essential nutrient supplemented in culture media. It provides a major source of energy for cells grown in culture. In solution, L-glutamine degrades rapidly. L-glutamine is recommended to be supplemented in media just prior to use for optimal performance.",,"Simple","Catalog & Search","No","No","No","14.95",,,,".2","lbs","4.33071","in","2.12598","in","2.12598","in","Antibiotics and Supplements","GS-60","http://omegascientific.ogram.me/assets/GS-60sm.png",,"Taxable",,,,,"No",0,"In Stock","No","No",,,,,"Publish","Closed"
,,"410","GT-03","GT-03: Gentamicin, Powdered, 5g","gentamicin-powdered-5g","http://www.omegascientific.com/shop/gentamicin-powdered-5g/","Cell culture tested. Gentamicin is an aminoglycoside antibiotic with bactericidal activity against most gram negative bacteria. Soluble in water. Potency >590m/mg","CAS 1405-41-09","Simple","Catalog & Search","No","No","No","75",,,,"0.125","lbs","3","in","2","in","2","in","Antibiotics and Supplements","GT-03","http://omegascientific.ogram.me/assets/GT-03sm.png",,"Taxable",,,,,"No",0,"In Stock","No","No",,,,,"Publish","Closed"
,,"411","GT-10","GT-10: Gentamicin Sulfate Solution, 10mg/mL kit (6 x 25 mL)","gentamicin-sulfate-solution-10mgml-kit","http://www.omegascientific.com/shop/gentamicin-sulfate-solution-10mgml-kit/","USP Grade, Sterile filtered solution. 10mg/mL of Gentamicin in DI Water. Endotoxin tested. Gentamicin is an aminoglycoside antibiotic with bactericidal activity against most gram negative bacteria.

Packaged in 25mL volume, 6 bottles per pack.",,"Simple","Catalog & Search","No","No","No","55",,,,"0.375","lbs","2.5","in","3","in","4.5","in","Antibiotics and Supplements","GT-10","http://omegascientific.ogram.me/assets/GT-10sm.png",,"Taxable",,,,,"No",,"In Stock","No","No",,,,,"Publish","Closed"
,,"412","GT-10 / 25","GT-10 / 25: Gentamicin Sulfate Solution,10mg/ml (25 mL)","gentamicin-sulfate-sol10mgml","http://www.omegascientific.com/shop/gentamicin-sulfate-sol10mgml/","USP Grade, Sterile filtered solution. 10mg/mL of Gentamicin in DI Water. Endotoxin tested. Gentamicin is an aminoglycoside antibiotic with bactericidal activity against most gram negative bacteria.",,"Simple","Catalog & Search","No","No","No","10",,,,"0.09375","lbs","2.5","in","1.5","in","1.5","in","Antibiotics and Supplements","GT-10/25","http://omegascientific.ogram.me/assets/GT-10-25mlsm.png",,"Taxable",,,,,"No",,"In Stock","No","No",,,,,"Publish","Closed"
,,"413","GT-50","GT-50: Gentamicin Sulfate Solution, 50mg/mL kit (6 x 25 mL)","gentamicin-sulfate-solution-50mgml-kit","http://www.omegascientific.com/shop/gentamicin-sulfate-solution-50mgml-kit/","USP Grade, Sterile filtered solution. 50mg/mL of Gentamicin in DI Water. Endotoxin tested. Gentamicin is an aminoglycoside antibiotic with bactericidal activity against most gram negative bacteria.

Packaged in 25mL volume, 6 bottles per pack.",,"Simple","Catalog & Search","No","No","No","175",,,,"0.5625","lbs","2.5","in","3","in","4.5","in","Antibiotics and Supplements","gt-50","http://omegascientific.ogram.me/assets/GT-50-25mlsm.png",,"Taxable",,,,,"No",,"In Stock","No","No",,,,,"Publish","Closed"
,,"414","GT-50 / 10","GT-50 / 10: Gentamicin Sulfate Solution, 50 mg/ml (10 x 10 mL)","gentamicin-sulfate-solution-50-mgml","http://www.omegascientific.com/shop/gentamicin-sulfate-solution-50-mgml/","USP Grade, Sterile filtered solution. 50mg/mL of Gentamicin in DI Water. Endotoxin tested. Gentamicin is an aminoglycoside antibiotic with bactericidal activity against most gram negative bacteria.

Sold in 10 packs of 10mL",,"Simple","Catalog & Search","No","No","No","150",,,,"0.0625","lbs","2.5","in","1.5","in","1.5","in","Antibiotics and Supplements","GT-50/10","http://omegascientific.ogram.me/assets/GT-50-10mlsm.png",,"Taxable",,,,,"No",,"In Stock","No","No",,,,,"Publish","Closed"
,,"415","GT-50 / 25","GT-50 / 25: Gentamicin Sulfate Solution, 50mg/mL (25 mL)","gentamicin-sulfate-solution-50mgml","http://www.omegascientific.com/shop/gentamicin-sulfate-solution-50mgml/","USP Grade, Sterile filtered solution. 50mg/mL of Gentamicin in DI Water. Endotoxin tested. Gentamicin is an aminoglycoside antibiotic with bactericidal activity against most gram negative bacteria.",,"Simple","Catalog & Search","No","No","No","30",,,,"0.09375","lbs","2.5","in","1.5","in","1.5","in","Antibiotics and Supplements","GT-50/25","http://omegascientific.ogram.me/assets/GT-50-25mlsm.png",,"Taxable",,,,,"No",0,"In Stock","No","No",,,,,"Publish","Closed"
,,"416","HB-10","HB-10: HBSS without Ca & Mg, without Phenol Red","hbss-wo-calcium-magnesium-wo-phenol-red","http://www.omegascientific.com/shop/hbss-wo-calcium-magnesium-wo-phenol-red/",,"Catalog #: HB-10

Volume: 500mL

Storage: 2-8<sup>o</sup> C

Without Calcium and Magnesium

Without Phenol Red","Simple","Catalog & Search","No","No","No","18",,,,"1.5","lbs","6.9685","in","2.91339","in","2.91339","in","Tissue Culture Media","HB-10","http://omegascientific.ogram.me/assets/HB-10sm.png",,"Taxable",,,,,"No",,"In Stock","No","No",,,,,"Publish","Closed"
,,"417","HB-11","HB-11: HBSS (1X) without Ca & Mg, with Phenol Red","hbss-1x-wo-calcium-magnesium-with-phenol-red","http://www.omegascientific.com/shop/hbss-1x-wo-calcium-magnesium-with-phenol-red/",,"Catalog #: HB-11

Volume: 500mL

Storage: 2-8<sup>o</sup> C

Without Calcium and Magnesium

With Phenol Red","Simple","Catalog & Search","No","No","No","10",,,,"1.5","lbs","6.9685","in","2.91339","in","2.91339","in","Tissue Culture Media","HB-11","http://omegascientific.ogram.me/assets/HB-11sm.png",,"Taxable",,,,,"No",,"In Stock","No","No",,,,,"Publish","Closed"
,,"418","HB-20","HB-20: Hepes Buffer  (1M)","hepes-buffer-1m","http://www.omegascientific.com/shop/hepes-buffer-1m/",,"Catalog #: HB-20

Volume: 100mL

Storage: 2-8<sup>o</sup> C

238.31 g / L","Simple","Catalog & Search","No","No","No","34.99",,,,".2","lbs","4.33071","in","2.12598","in","2.12598","in","Tissue Culture Media","hb-20","http://omegascientific.ogram.me/assets/HB-20sm.png",,"Taxable",,,,,"No",,"In Stock","No","No",,,,,"Publish","Closed"
,,"419","HG-80","HG-80: Hygromycin B: 50 mg / mL Concentration","hygromycin-b","http://www.omegascientific.com/shop/hygromycin-b/","Hygromycin B is an aminoglycoside antibiotic that inhibits protein synthesis in prokaryote and eukaryote cells. Allows selection of cells expressing the Hygromycin B reistant gene. Soluble in water.

CAS 31283-04-9

Concentration: 50 mg / mL

Volume: 20 mL","CAS 31283-04-9

Concentration: 50 mg / mL

Volume: 20 mL","Simple","Catalog & Search","No","No","No","119.00",,,,"0.0110231","lbs","4","in","2","in","2","in","Antibiotics and Supplements|Plant Cell Culture","HG-80","http://omegascientific.ogram.me/assets/HG-80-2sm.png",,"Taxable",,,,,"No",,"In Stock","No","No",,,,,"Publish","Closed"
,,"420","IM-25","IM-25: IMDM (1X) 25mM without L-Glutamine","imdm-1x-25mm-wo-l-glutamine","http://www.omegascientific.com/shop/imdm-1x-25mm-wo-l-glutamine/",,"Catalog #: IM-25

Volume: 500mL

Storage: 2-8<sup>o</sup> C

With 25 mM Hepes

Without L-Glutamine","Simple","Catalog & Search","No","No","No","19",,,,"1.5","lbs","6.9685","in","2.91339","in","2.91339","in","Tissue Culture Media","IM-25","http://omegascientific.ogram.me/assets/IM-25sm.png",,"Taxable",,,,,"No",,"In Stock","No","No",,,,,"Publish","Closed"
,,"421","IP-05","IP-05: IPTG (Dioxane Free)","iptg-dioxane-free","http://www.omegascientific.com/shop/iptg-dioxane-free/","IPTG is combined with X-gal to detect lac+ colonies or cells in a colorimetric assay. Distinguishes recombinants (white) from non-recombinants (blue) in cloning strategies using vectors such as Lambda-11, M13mp 18 and 19, pUC18 and 19, pUR222 containing the lacZ gene.","Catalog #: IP-05

Volume: 5g

Storage: 2-8<sup>o</sup> C

CAS 367-93-1","Simple","Catalog & Search","No","No","No","98",,,,"0.0110231","lbs","4","in","2","in","2","in","Tissue Culture Media","IP-05","http://omegascientific.ogram.me/assets/IP-05sm.png",,"Taxable",,,,,"No",,"In Stock","No","No",,,,,"Publish","Closed"
,,"422","KN-05","KN-05: Kanamycin Monosulfate, 5g","kanamycin-sulfate","http://www.omegascientific.com/shop/kanamycin-sulfate/","An aminoglycoside antibiotic with a bactericidal action against most gram negative bacteria. Kanamycin incorporates into sensitive bacterial cells by and active transport process. Soluble in water.","CAS 25389-94-0","Simple","Catalog & Search","No","No","No","25",,,,"0.0132277","lbs","4","in","2","in","2","in","Antibiotics and Supplements|Plant Cell Culture","KN-05","http://omegascientific.ogram.me/assets/KN-05sm.png",,"Taxable",,,,,"No",0,"In Stock","No","No",,,,,"Publish","Closed"
,,"423","LB-15","LB-15: L-15 Medium with L-Glutamine","l-15-medium-with-l-glutamine","http://www.omegascientific.com/shop/l-15-medium-with-l-glutamine/",,"Catalog #: LB-15

Volume: 500 mL

Storage: 2-8º C

With L-Glutamine

Sterile Filtered","Simple","Catalog & Search","No","No","No",,,,,"1.5","lbs","6.9685","in","2.91339","in","2.91339","in","Tissue Culture Media","LB-15","http://omegascientific.ogram.me/assets/LB-15-1sm.png",,"Taxable",,,,,"No",,"In Stock","No","No",,,,,"Publish","Closed"
,,"434","PB-10","PB-10: PBS (10X) without Calcium & Magnesium","pbs-10x-wo-calcium-magnesium-500ml","http://www.omegascientific.com/shop/pbs-10x-wo-calcium-magnesium-500ml/",,"Phosphate Buffered Saline

10x Stock

Volume: 500 mL

Storage: 2-8º C","Simple","Catalog & Search","No","No","No","14.00",,,,"1.5","lbs","6.9685","in","2.91339","in","2.91339","in","Tissue Culture Media","PB-10","http://omegascientific.ogram.me/assets/PB-10sm.png",,"Taxable",,,,,"No",0,"In Stock","No","No",,,,,"Publish","Closed"
,,"435","PB-24","PB-24: PBS (1X) without Calcium & Magnesium","pbs-1xwo-calcium-magnesium-500ml","http://www.omegascientific.com/shop/pbs-1xwo-calcium-magnesium-500ml/",,"Phosphate Buffered Saline

1x Solution

Volume: 500 mL

Storage: 2-8º C","Simple","Catalog & Search","No","No","No","12",,,,"1.5","lbs","6.9685","in","2.91339","in","2.91339","in","Tissue Culture Media","PB-24|pb24","http://omegascientific.ogram.me/assets/PB-24sm.png",,"Taxable",,,,,"No",0,"In Stock","No","No",,,,,"Publish","Closed"
,,"436","PB-24 / 1000","PB-24 / 1000: PBS (1X) without Calcium & Magnesium 1L","pbs-1x-wo-calcium-magnesium-1l","http://www.omegascientific.com/shop/pbs-1x-wo-calcium-magnesium-1l/",,,"Simple","Catalog & Search","No","No","No","20",,,,"3","lbs","8.66142","in","3.70079","in","3.70079","in","Tissue Culture Media","PB-24/1000|pb24","http://omegascientific.ogram.me/assets/PB-24-1000mlsm.png",,"Taxable",,,,,"No",0,"In Stock","No","No",,,,,"Publish","Closed"
,,"438","PG-30","PG-30: L-Glutamine/Pen-Strep Sol 100X","l-glutaminepen-strep-sol-100x","http://www.omegascientific.com/shop/l-glutaminepen-strep-sol-100x/","Penicillin-Streptomycin is supplemented in cell culture media to help control bacterial contamination while L-glutamine in an essential nutrient for most mammalian cell growth. Inhibits bacterial cell wall synthesis (Penicllin) and prokaryote protein synthesis (Streptomycin) This solution contains 10,000 until/mL of Penicillin G Sodium Salt and 10mg/mL of Streptomycin SulfateContains 10,000 units/mL of Penicillin G Sodium Salt and 10mg/mL of Streptomycin Sulfate and 200mM L-Glutamine","Catalog #: PG-30
Volume: 100 mL
Storge: -20º C
This product is stored frozen and ships on dry ice.","Simple","Hidden","No","No","No","14.95",,,,".2","lbs","4.33071","in","2.12598","in","2.12598","in","Antibiotics and Supplements","PG-30|pg30","http://omegascientific.ogram.me/assets/PG-30sm.png",,"Taxable",,,,,"No",0,"In Stock","No","No",,,,,"Publish","Closed"
,,"439","PR-01","PR-01: Puromycin, 100mg","puromycin-100mg","http://www.omegascientific.com/shop/puromycin-100mg/","Puromycin is an aminonucleoside antibiotic that allows the selection of cells expressing the pac gene. Soluble in water. Purity >98%","CAS 58-58-2","Simple","Catalog & Search","No","No","No","98",,,,"0.00220462","lbs","4","in","2","in","2","in","Antibiotics and Supplements","PR-01|pr01","http://omegascientific.ogram.me/assets/PR-01sm.png",,"Taxable",,,,,"No",0,"In Stock","No","No",,,,,"Publish","Closed"
,,"440","PR-02","PR-02: Purine Riboside 2iPR, 100mg","purine-riboside-2ipr","http://www.omegascientific.com/shop/purine-riboside-2ipr/","6-g-g-(Dimethylallyamino)purine riboside is a cytokin growth regulator. Soluble in water. Purity >98%","CAS 7724-76-7","Simple","Catalog & Search","No","No","No","125",,,,"0.00220462","lbs","4","in","2","in","2","in","Antibiotics and Supplements","PR-02|pr02","http://omegascientific.ogram.me/assets/PR-02sm.png",,"Taxable",,,,,"No",0,"In Stock","No","No",,,,,"Publish","Closed"
,,"441","PS-20","PS-20: Penicillin Streptomycin (100X)","penicillin-streptomycin-100x","http://www.omegascientific.com/shop/penicillin-streptomycin-100x/","Penicillin-Streptomycin is supplemented in cell culture media to help control bacterial contamination. Inhibiting bacterial cell wall synthesis (Penicllin) and prokaryote protein synthesis (Streptomycin) Contains 10,000 until/mL of Penicillin G Sodium Salt and 10mg/mL of Streptomycin Sulfate","Catalog #: PS-20
Volume: 100 mL
Storage: -2º C
This product is stored frozen and ships on dry ice.","Simple","Catalog & Search","No","No","No","14.95",,,,".2","lbs","4.33071","in","2.12598","in","2.12598","in","Antibiotics and Supplements","ps-20|ps20","http://omegascientific.ogram.me/assets/PS-20sm.png",,"Taxable",,,,,"No",0,"In Stock","No","No",,,,,"Publish","Closed"
,,"443","RF-01","RF-01: Rifampicin, 1g","rifampicin-1g","http://www.omegascientific.com/shop/rifampicin-1g/","Purity >97%, Soluble in: Dilute acid solutions","CAS 13292-46-1","Simple","Hidden","No","No","No","30",,,,"0.00220462","lbs","3","in","1.5","in","1.5","in","Antibiotics and Supplements","RF-01|rf01","http://omegascientific.ogram.me/assets/RF-01sm.png",,"Taxable",,,,,"No",0,"In Stock","No","No",,,,,"Publish","Closed"
,,"444","RF-05","RF-05: Rifampicin 5g","rifampicin-5g","http://www.omegascientific.com/shop/rifampicin-5g/","Purity >97%, Soluble in: Dilute acid solutions","CAS 13292-46-1","Simple","Catalog & Search","No","No","No","125",,,,"0.0132277","lbs","3","in","1","in","1","in","Antibiotics and Supplements|Plant Cell Culture","RF-05|rf05","http://omegascientific.ogram.me/assets/RF-05sm.png",,"Taxable",,,,,"No",0,"In Stock","No","No",,,,,"Publish","Closed"
,,"446","RP-19","RP-19: RPMI 1640 (1X) w/L-Glutamine 500mL","rpmi-16401x-wl-glutamine-500ml","http://www.omegascientific.com/shop/rpmi-16401x-wl-glutamine-500ml/",,,"Simple","Catalog & Search","No","No","No","26.95",,,,"1.5","lbs","6.9685","in","2.91339","in","2.91339","in","Tissue Culture Media","RP-19|RP19","http://omegascientific.ogram.me/assets/RP-19sm.png",,"Taxable",,,,,"No",,"In Stock","No","No",,,,,"Publish","Closed"
,,"447","RP-20","RP-20: RPMI 1640 (1X) without L-Glutamine 500 mL","rpmi-16401x-wo-l-glutamine-500ml","http://www.omegascientific.com/shop/rpmi-16401x-wo-l-glutamine-500ml/",,,"Simple","Catalog & Search","No","No","No","24.95",,,,"1.5","lbs","6.9685","in","2.91339","in","2.91339","in","Tissue Culture Media","RP-20|RP20","http://omegascientific.ogram.me/assets/RP-20sm.png",,"Taxable",,,,,"No",,"In Stock","No","No",,,,,"Publish","Closed"
,,"448","RP-21","RP-21: RPMI (1X) w/25mm Hepes, with L-Glutamine 500mL","rpmi-1x-w25mm-hepeswlglutamine-500ml","http://www.omegascientific.com/shop/rpmi-1x-w25mm-hepeswlglutamine-500ml/",,,"Simple","Catalog & Search","No","No","No",,,,,"1.5","lbs","6.9685","in","2.91339","in","2.91339","in","Tissue Culture Media","RP-21|rp21","http://omegascientific.ogram.me/assets/RP-21sm.png",,"Taxable",,,,,"No",0,"In Stock","No","No",,,,,"Publish","Closed"
,,"449","RP-21 / 1000","RP-21 / 1000: RPMI 1640 (1X) with 25mm Hepes,with L-Glutamine 1L","rpmi-1640-w25mm-hepeswl-glutamine","http://www.omegascientific.com/shop/rpmi-1640-w25mm-hepeswl-glutamine/",,,"Simple","Catalog & Search","No","No","No",,,,,"3","lbs","8.66142","in","3.70079","in","3.70079","in","Tissue Culture Media","rp-21/1000|rp21","http://omegascientific.ogram.me/assets/RP-21-1000mlsm.png",,"Taxable",,,,,"No",0,"In Stock","No","No",,,,,"Publish","Closed"
,,"451","SP-01","SP-01: Spectinomycin Dihydrochloride, 5g","spectinomycin-dihydrochloride-5g","http://www.omegascientific.com/shop/spectinomycin-dihydrochloride-5g/",,"CAS 22189-32-8
Soluble in water.","Simple","Catalog & Search","No","No","No","32",,,,"0.0551156","lbs","4","in","2","in","2","in","Antibiotics and Supplements","SP-01|sp01","http://omegascientific.ogram.me/assets/SP-01sm.png",,"Taxable",,,,,"No",0,"In Stock","No","No",,,,,"Publish","Closed"
,,"452","SP-90","SP-90: Sodium Pyruvate (100mM), 100 mL","sodium-pyruvate-100mm","http://www.omegascientific.com/shop/sodium-pyruvate-100mm/",,,"Simple","Catalog & Search","No","No","No","10.95",,,,".2","lbs","4.33071","in","2.12598","in","2.12598","in","Antibiotics and Supplements","sp-90|sp90","http://omegascientific.ogram.me/assets/SP-90sm.png",,"Taxable",,,,,"No",0,"In Stock","No","No",,,,,"Publish","Closed"
,,"454","TC-05","TC-05: Ticarcillin Disodium Salt 5g","ticarcillin-disodium-salt-5g","http://www.omegascientific.com/shop/ticarcillin-disodium-salt-5g/","Inhibits bacterial cell wall synthesis. Ticarcillin is highly active against gram negative bacteria such as Agrobacterium strains. b-Lactamase inihibitor. Soluble in water","CAS 4697-14-7","Simple","Hidden","No","No","No","80",,,,"0.0110231","lbs","3","in","1.5","in","1.5","in","Antibiotics and Supplements|Plant Cell Culture","TC-05|tc05","http://omegascientific.ogram.me/assets/TC-05sm.png",,"Taxable",,,,,"No",0,"In Stock","No","No",,,,,"Publish","Closed"
,,"455","TC-25","TC-25: Ticarcillin Disodium Salt, 25g","ticarcillin-disodium-salt-25g","http://www.omegascientific.com/shop/ticarcillin-disodium-salt-25g/","Inhibits bacterial cell wall synthesis. Ticarcillin is highly active against gram negative bacteria such as Agrobacterium strains. b-Lactamase inihibitor. Soluble in water","Catalog #: TC-25

Volume: 25 Grams

Storage: Room Temperature

CAS 4697-14-7","Simple","Catalog & Search","No","No","No","450",,,,"0.0551156","lbs","4","in","2","in","2","in","Antibiotics and Supplements|Plant Cell Culture","TC-25|tc25","http://omegascientific.ogram.me/assets/TC-25sm.png",,"Taxable",,,,,"No",0,"In Stock","No","No",,,,,"Publish","Closed"
,,"456","TE-91","TE-91: Trypsin (1X) Solution, 0.05% (1:250) 1 mM EDTA in Modified HBSS w/o Ca and Mg","trypsin-1x-solution-0-05-1250-1-mm-edta-in-modified-hbss-wo-ca-and-mg","http://www.omegascientific.com/shop/trypsin-1x-solution-0-05-1250-1-mm-edta-in-modified-hbss-wo-ca-and-mg/",,,"Simple","Hidden","No","No","No","9.95",,,,".2","lbs","4.33071","in","2.12598","in","2.12598","in","Antibiotics and Supplements","TE-91|te91|trypsin","http://omegascientific.ogram.me/assets/TE-91sm.png",,"Taxable",,,,,"No",,"In Stock","No","No",,,,,"Publish","Closed"
,,"458","TM-05","TM-05: Ticarcillin Disodium Salt / Potassium Clavulanate Mixture (15:1), 5g","ticarcillin-disodium-salt-potassium-clavulanate-timentin","http://www.omegascientific.com/shop/ticarcillin-disodium-salt-potassium-clavulanate-timentin/","Highly effective combination against gram negative bacteria such as Agrobacterium strain. b-Lactamase inihibitor. Mixture contains 1875mg Ticarcillin to 125mg potassium clavulanate (15:1 ratio)","CAS 4697-14-7","Simple","Catalog & Search","No","No","No","80.00",,,,"0.0110231","lbs","3","in","1","in","1","in","Antibiotics and Supplements|Plant Cell Culture","TM-05|tm05","http://omegascientific.ogram.me/assets/TM-05sm.png",,"Taxable",,,,,"No",0,"In Stock","No","No",,,,,"Publish","Closed"
,,"459","TM-25","TM-25: Ticarcillin Disodium Salt / Potassium Clavulanate Mixture (15:1), 25g","ticarcillin-disodium-salt-potassium-clavulanate-timentin-2","http://www.omegascientific.com/shop/ticarcillin-disodium-salt-potassium-clavulanate-timentin-2/","Highly effective combination against gram negative bacteria such as Agrobacterium strain. b-Lactamase inihibitor. Mixture contains 1875mg Ticarcillin to 125mg potassium clavulanate (15:1 ratio)","CAS 4697-14-7","Simple","Catalog & Search","No","No","No","289",,,,"0.0551156","lbs","4","in","2","in","2","in","Antibiotics and Supplements|Plant Cell Culture","tm-25|tm25","http://omegascientific.ogram.me/assets/TM-25sm.png",,"Taxable",,,,,"No",0,"In Stock","No","No",,,,,"Publish","Closed"
